UnitNumber,price,overall_satisfaction,reviews,room_type,accommodates,bedrooms,minstay,neighborhood,district,WalkScore,TransitScore,BikeScore,PctRentals
1314,95,5,3,Entire home/apt,2,0,2,Uptown,Far North,91,79,82,0.207573861
1315,17,5,17,Shared room,1,1,1,Uptown,Far North,91,79,82,0.207573861
1316,75,5,3,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1317,80,4.5,7,Entire home/apt,4,2,3,Uptown,Far North,91,79,82,0.207573861
1318,95,4.5,17,Entire home/apt,2,0,2,Uptown,Far North,91,79,82,0.207573861
1319,111,4.5,21,Entire home/apt,2,1,2,Uptown,Far North,91,79,82,0.207573861
1320,188,5,26,Entire home/apt,4,2,NA,Uptown,Far North,91,79,82,0.207573861
1321,65,5,7,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1322,50,5,8,Entire home/apt,2,0,1,Uptown,Far North,91,79,82,0.207573861
1323,90,4.5,31,Entire home/apt,3,0,1,Uptown,Far North,91,79,82,0.207573861
1324,58,5,60,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1325,55,4.5,12,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1326,65,5,15,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1327,81,5,43,Private room,2,1,3,Uptown,Far North,91,79,82,0.207573861
1328,26,4.5,4,Shared room,1,1,1,Uptown,Far North,91,79,82,0.207573861
1329,55,5,3,Private room,1,1,2,Uptown,Far North,91,79,82,0.207573861
1330,250,5,15,Entire home/apt,8,3,2,Uptown,Far North,91,79,82,0.207573861
1331,109,5,3,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1332,65,4.5,20,Private room,3,1,NA,Uptown,Far North,91,79,82,0.207573861
1333,70,5,13,Private room,2,1,3,Uptown,Far North,91,79,82,0.207573861
1334,199,5,28,Entire home/apt,6,2,NA,Uptown,Far North,91,79,82,0.207573861
1335,190,4.5,20,Entire home/apt,8,3,3,Uptown,Far North,91,79,82,0.207573861
1336,220,4.5,38,Entire home/apt,9,2,2,Uptown,Far North,91,79,82,0.207573861
1337,70,4.5,27,Private room,2,1,3,Uptown,Far North,91,79,82,0.207573861
1338,148,5,23,Entire home/apt,5,3,NA,Uptown,Far North,91,79,82,0.207573861
1339,45,5,4,Entire home/apt,6,4,1,Uptown,Far North,91,79,82,0.207573861
1340,67,4,12,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1341,650,4.5,6,Entire home/apt,9,4,2,Uptown,Far North,91,79,82,0.207573861
1342,85,5,49,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1343,72,4.5,33,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1344,145,5,24,Entire home/apt,6,2,2,Uptown,Far North,91,79,82,0.207573861
1345,190,4.5,20,Entire home/apt,8,3,3,Uptown,Far North,91,79,82,0.207573861
1346,46,5,19,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1347,50,5,5,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1348,95,4.5,3,Entire home/apt,2,1,1,Uptown,Far North,91,79,82,0.207573861
1349,159,5,7,Entire home/apt,5,2,2,Uptown,Far North,91,79,82,0.207573861
1350,399,5,13,Entire home/apt,6,2,NA,Uptown,Far North,91,79,82,0.207573861
1351,119,5,29,Entire home/apt,6,2,2,Uptown,Far North,91,79,82,0.207573861
1352,55,4.5,35,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1353,60,4.5,13,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1354,180,5,126,Private room,6,1,1,Uptown,Far North,91,79,82,0.207573861
1355,150,5,24,Entire home/apt,4,1,2,Uptown,Far North,91,79,82,0.207573861
1356,90,5,77,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1357,150,4.5,17,Entire home/apt,8,3,3,Uptown,Far North,91,79,82,0.207573861
1358,68,5,72,Private room,2,1,NA,Uptown,Far North,91,79,82,0.207573861
1359,85,5,3,Entire home/apt,4,1,1,Uptown,Far North,91,79,82,0.207573861
1360,150,5,14,Entire home/apt,4,2,3,Uptown,Far North,91,79,82,0.207573861
1361,86,4.5,61,Entire home/apt,2,0,1,Uptown,Far North,91,79,82,0.207573861
1362,85,5,5,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1363,38,5,8,Private room,1,1,3,Uptown,Far North,91,79,82,0.207573861
1364,100,5,40,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1365,75,5,7,Private room,2,1,1,Uptown,Far North,91,79,82,0.207573861
1366,499,5,11,Entire home/apt,8,3,NA,Uptown,Far North,91,79,82,0.207573861
1367,90,5,5,Entire home/apt,3,1,1,Uptown,Far North,91,79,82,0.207573861
1368,75,5,39,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1369,466,5,15,Entire home/apt,8,3,NA,Uptown,Far North,91,79,82,0.207573861
1370,74,5,189,Private room,2,1,3,Uptown,Far North,91,79,82,0.207573861
1371,55,4.5,6,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1372,90,5,27,Entire home/apt,2,1,2,Uptown,Far North,91,79,82,0.207573861
1373,80,5,7,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1374,130,4.5,12,Entire home/apt,8,2,3,Uptown,Far North,91,79,82,0.207573861
1375,100,5,101,Private room,2,1,2,Uptown,Far North,91,79,82,0.207573861
1376,80,4.5,38,Private room,2,1,2,Washington Park,South,68,73,67,0.959771542
1377,80,5,38,Private room,2,1,2,Washington Park,South,68,73,67,0.959771542
1378,35,5,8,Shared room,1,1,1,Washington Park,South,68,73,67,0.959771542
1379,49,4.5,39,Private room,2,1,1,Washington Park,South,68,73,67,0.959771542
1380,75,5,25,Private room,2,1,1,West Elsdon,Southwest,70,62,60,0.013736407
1381,120,5,10,Entire home/apt,2,1,1,West Elsdon,Southwest,70,62,60,0.013736407
1382,29,5,23,Private room,2,1,1,West Elsdon,Southwest,70,62,60,0.013736407
1383,110,4.5,3,Entire home/apt,6,3,NA,West Elsdon,Southwest,70,62,60,0.013736407
1384,85,5,7,Entire home/apt,6,3,2,West Englewood,Southwest,68,63,63,0.931552432
1385,34,5,153,Private room,2,1,1,West Lawn,Southwest,70,57,58,0.032581148
1386,34,5,153,Private room,2,1,1,West Lawn,Southwest,70,57,58,0.032581148
1387,12,5,5,Entire home/apt,6,2,1,West Lawn,Southwest,70,57,58,0.032581148
1388,175,5,33,Entire home/apt,2,1,1,West Town,West,91,75,89,0.074974835
1389,199,4,10,Entire home/apt,4,2,NA,West Town,West,91,75,89,0.074974835
1390,110,5,9,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1391,65,4.5,14,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1392,105,5,61,Entire home/apt,4,2,2,West Town,West,91,75,89,0.074974835
1393,132,4,44,Entire home/apt,7,2,2,West Town,West,91,75,89,0.074974835
1394,76,4.5,4,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1395,250,4,28,Entire home/apt,11,4,2,West Town,West,91,75,89,0.074974835
1396,130,4.5,125,Entire home/apt,3,2,2,West Town,West,91,75,89,0.074974835
1397,175,4.5,7,Entire home/apt,2,1,1,West Town,West,91,75,89,0.074974835
1398,70,5,8,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1399,137,5,36,Entire home/apt,6,3,NA,West Town,West,91,75,89,0.074974835
1400,145,5,12,Entire home/apt,3,2,1,West Town,West,91,75,89,0.074974835
1401,150,4.5,5,Entire home/apt,4,1,3,West Town,West,91,75,89,0.074974835
1402,200,5,15,Entire home/apt,2,1,2,West Town,West,91,75,89,0.074974835
1403,129,5,79,Entire home/apt,3,1,NA,West Town,West,91,75,89,0.074974835
1404,114,4.5,28,Entire home/apt,2,1,NA,West Town,West,91,75,89,0.074974835
1405,79,5,70,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1406,200,4.5,10,Entire home/apt,7,2,1,West Town,West,91,75,89,0.074974835
1407,199,5,3,Entire home/apt,6,2,NA,West Town,West,91,75,89,0.074974835
1408,169,5,136,Entire home/apt,5,2,2,West Town,West,91,75,89,0.074974835
1409,165,5,17,Entire home/apt,6,2,2,West Town,West,91,75,89,0.074974835
1410,65,4.5,45,Entire home/apt,5,2,NA,West Town,West,91,75,89,0.074974835
1411,300,4.5,10,Entire home/apt,4,2,NA,West Town,West,91,75,89,0.074974835
1412,199,5,3,Entire home/apt,2,2,2,West Town,West,91,75,89,0.074974835
1413,98,5,9,Entire home/apt,3,0,1,West Town,West,91,75,89,0.074974835
1414,110,5,61,Private room,2,1,3,West Town,West,91,75,89,0.074974835
1415,75,5,32,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1416,209,5,35,Entire home/apt,6,2,3,West Town,West,91,75,89,0.074974835
1417,65,4.5,11,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1418,209,5,13,Entire home/apt,8,3,2,West Town,West,91,75,89,0.074974835
1419,175,5,4,Entire home/apt,5,1,2,West Town,West,91,75,89,0.074974835
1420,90,4.5,16,Entire home/apt,6,2,3,West Town,West,91,75,89,0.074974835
1421,65,5,130,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1422,110,5,31,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1423,189,4.5,18,Entire home/apt,6,2,1,West Town,West,91,75,89,0.074974835
1424,140,5,13,Entire home/apt,4,2,2,West Town,West,91,75,89,0.074974835
1425,124,5,4,Entire home/apt,4,1,1,West Town,West,91,75,89,0.074974835
1426,133,4.5,3,Entire home/apt,4,2,3,West Town,West,91,75,89,0.074974835
1427,98,5,59,Entire home/apt,4,2,2,West Town,West,91,75,89,0.074974835
1428,150,5,4,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1429,178,4.5,7,Entire home/apt,3,1,2,West Town,West,91,75,89,0.074974835
1430,85,5,11,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1431,265,4.5,22,Entire home/apt,6,3,1,West Town,West,91,75,89,0.074974835
1432,135,4.5,52,Entire home/apt,5,2,2,West Town,West,91,75,89,0.074974835
1433,80,5,28,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1434,45,4.5,143,Private room,1,1,2,West Town,West,91,75,89,0.074974835
1435,140,5,6,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1436,175,5,48,Entire home/apt,4,2,3,West Town,West,91,75,89,0.074974835
1437,215,5,40,Entire home/apt,12,4,1,West Town,West,91,75,89,0.074974835
1438,75,4.5,15,Entire home/apt,3,2,10,West Town,West,91,75,89,0.074974835
1439,85,5,15,Entire home/apt,3,1,1,West Town,West,91,75,89,0.074974835
1440,200,4,6,Entire home/apt,6,2,1,West Town,West,91,75,89,0.074974835
1441,150,5,5,Entire home/apt,4,2,1,West Town,West,91,75,89,0.074974835
1442,65,4.5,22,Shared room,4,1,1,West Town,West,91,75,89,0.074974835
1443,175,5,5,Entire home/apt,4,2,2,West Town,West,91,75,89,0.074974835
1444,210,5,24,Entire home/apt,8,3,3,West Town,West,91,75,89,0.074974835
1445,149,4.5,3,Entire home/apt,5,2,1,West Town,West,91,75,89,0.074974835
1446,49,5,38,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1447,295,5,15,Entire home/apt,9,3,1,West Town,West,91,75,89,0.074974835
1448,80,5,25,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1449,65,5,4,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1450,160,5,3,Entire home/apt,2,1,1,West Town,West,91,75,89,0.074974835
1451,225,5,7,Entire home/apt,5,2,2,West Town,West,91,75,89,0.074974835
1452,75,4.5,43,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1453,121,5,125,Entire home/apt,4,2,NA,West Town,West,91,75,89,0.074974835
1454,60,5,18,Private room,1,1,1,West Town,West,91,75,89,0.074974835
1455,415,5,3,Entire home/apt,11,4,2,West Town,West,91,75,89,0.074974835
1456,110,5,11,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1457,75,5,29,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1458,100,5,5,Private room,3,1,NA,West Town,West,91,75,89,0.074974835
1459,55,5,5,Shared room,1,1,1,West Town,West,91,75,89,0.074974835
1460,225,5,3,Entire home/apt,4,2,5,West Town,West,91,75,89,0.074974835
1461,70,5,71,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1462,137,5,30,Entire home/apt,5,3,NA,West Town,West,91,75,89,0.074974835
1463,85,5,26,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1464,195,5,46,Entire home/apt,2,1,2,West Town,West,91,75,89,0.074974835
1465,200,4.5,7,Entire home/apt,8,3,3,West Town,West,91,75,89,0.074974835
1466,45,4.5,24,Private room,2,1,3,West Town,West,91,75,89,0.074974835
1467,85,5,7,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1468,75,5,20,Entire home/apt,2,2,10,West Town,West,91,75,89,0.074974835
1469,200,5,12,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1470,70,5,15,Private room,1,1,1,West Town,West,91,75,89,0.074974835
1471,100,5,4,Entire home/apt,2,1,1,West Town,West,91,75,89,0.074974835
1472,90,4,23,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1473,119,4.5,22,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1474,90,5,36,Entire home/apt,2,2,3,West Town,West,91,75,89,0.074974835
1475,130,5,31,Private room,2,1,3,West Town,West,91,75,89,0.074974835
1476,45,5,6,Private room,1,1,1,West Town,West,91,75,89,0.074974835
1477,160,4.5,9,Entire home/apt,3,2,1,West Town,West,91,75,89,0.074974835
1478,349,4.5,14,Entire home/apt,8,3,1,West Town,West,91,75,89,0.074974835
1479,149,4.5,15,Entire home/apt,4,2,NA,West Town,West,91,75,89,0.074974835
1480,60,5,44,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1481,123,5,14,Entire home/apt,6,1,2,West Town,West,91,75,89,0.074974835
1482,94,5,11,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1483,80,5,13,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1484,125,5,8,Entire home/apt,4,1,3,West Town,West,91,75,89,0.074974835
1485,250,5,11,Entire home/apt,10,2,2,West Town,West,91,75,89,0.074974835
1486,150,5,4,Private room,5,1,2,West Town,West,91,75,89,0.074974835
1487,129,5,17,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1488,114,4,41,Entire home/apt,10,1,2,West Town,West,91,75,89,0.074974835
1489,80,4.5,36,Private room,4,1,1,West Town,West,91,75,89,0.074974835
1490,90,4.5,7,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1491,99,5,9,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1492,80,5,16,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1493,80,4.5,14,Entire home/apt,6,2,2,West Town,West,91,75,89,0.074974835
1494,120,5,13,Entire home/apt,5,1,2,West Town,West,91,75,89,0.074974835
1495,95,5,15,Private room,4,1,1,West Town,West,91,75,89,0.074974835
1496,100,5,19,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1497,119,4.5,20,Entire home/apt,3,1,2,West Town,West,91,75,89,0.074974835
1498,135,5,30,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1499,130,5,11,Entire home/apt,3,1,2,West Town,West,91,75,89,0.074974835
1500,100,5,10,Entire home/apt,2,1,3,West Town,West,91,75,89,0.074974835
1501,55,4.5,96,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1502,45,5,137,Private room,1,1,2,West Town,West,91,75,89,0.074974835
1503,85,4.5,37,Private room,4,1,1,West Town,West,91,75,89,0.074974835
1504,144,5,18,Entire home/apt,3,1,1,West Town,West,91,75,89,0.074974835
1505,189,4.5,34,Entire home/apt,7,3,NA,West Town,West,91,75,89,0.074974835
1506,150,5,10,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1507,300,5,14,Entire home/apt,10,2,1,West Town,West,91,75,89,0.074974835
1508,185,5,19,Entire home/apt,5,2,5,West Town,West,91,75,89,0.074974835
1509,199,4.5,67,Entire home/apt,6,2,1,West Town,West,91,75,89,0.074974835
1510,555,5,35,Entire home/apt,10,3,NA,West Town,West,91,75,89,0.074974835
1511,50,5,25,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1512,90,5,13,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1513,80,4.5,15,Entire home/apt,3,2,2,West Town,West,91,75,89,0.074974835
1514,121,5,68,Entire home/apt,3,1,NA,West Town,West,91,75,89,0.074974835
1515,99,4.5,19,Entire home/apt,2,1,2,West Town,West,91,75,89,0.074974835
1516,500,5,3,Entire home/apt,6,4,1,West Town,West,91,75,89,0.074974835
1517,77,4.5,32,Shared room,4,1,1,West Town,West,91,75,89,0.074974835
1518,110,4,7,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1519,700,4.5,18,Entire home/apt,12,4,1,West Town,West,91,75,89,0.074974835
1520,90,5,23,Entire home/apt,4,1,2,West Town,West,91,75,89,0.074974835
1521,124,4.5,44,Entire home/apt,6,2,2,West Town,West,91,75,89,0.074974835
1522,175,5,15,Entire home/apt,4,2,2,West Town,West,91,75,89,0.074974835
1523,99,5,22,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1524,75,5,17,Private room,2,1,3,West Town,West,91,75,89,0.074974835
1525,100,5,7,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1526,300,5,24,Entire home/apt,13,3,NA,West Town,West,91,75,89,0.074974835
1527,96,5,24,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1528,50,5,17,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1529,145,4.5,17,Entire home/apt,4,0,1,West Town,West,91,75,89,0.074974835
1530,100,4.5,145,Entire home/apt,4,2,1,West Town,West,91,75,89,0.074974835
1531,225,4.5,46,Entire home/apt,6,3,2,West Town,West,91,75,89,0.074974835
1532,50,4.5,4,Private room,3,1,2,West Town,West,91,75,89,0.074974835
1533,179,5,30,Entire home/apt,5,2,NA,West Town,West,91,75,89,0.074974835
1534,95,4.5,3,Private room,2,1,NA,West Town,West,91,75,89,0.074974835
1535,99,4.5,29,Entire home/apt,4,2,NA,West Town,West,91,75,89,0.074974835
1536,80,4.5,32,Private room,2,1,1,West Town,West,91,75,89,0.074974835
1537,195,5,9,Entire home/apt,10,3,2,West Town,West,91,75,89,0.074974835
1538,135,5,8,Private room,2,1,3,West Town,West,91,75,89,0.074974835
1539,260,5,19,Entire home/apt,4,2,1,West Town,West,91,75,89,0.074974835
1540,35,5,39,Private room,2,1,2,West Town,West,91,75,89,0.074974835
1541,119,5,74,Entire home/apt,4,1,NA,West Town,West,91,75,89,0.074974835
1542,35,4.5,3,Private room,2,1,1,Woodlawn,South,69,73,72,0.847039337
1543,41,5,11,Private room,3,1,1,Woodlawn,South,69,73,72,0.847039337
1544,55,4.5,12,Private room,2,1,1,Woodlawn,South,69,73,72,0.847039337
1545,55,5,45,Private room,3,1,1,Woodlawn,South,69,73,72,0.847039337
1546,125,5,7,Entire home/apt,6,2,3,Woodlawn,South,69,73,72,0.847039337
1547,51,3.5,3,Private room,4,1,1,Woodlawn,South,69,73,72,0.847039337
1548,99,5,10,Entire home/apt,4,1,2,Woodlawn,South,69,73,72,0.847039337
1549,99,4.5,16,Entire home/apt,2,1,1,Woodlawn,South,69,73,72,0.847039337
1550,50,5,80,Private room,2,1,1,Woodlawn,South,69,73,72,0.847039337
1551,125,5,9,Entire home/apt,6,2,2,Woodlawn,South,69,73,72,0.847039337
1552,40,5,239,Private room,3,1,2,Woodlawn,South,69,73,72,0.847039337
1553,85,5,5,Private room,4,1,1,Woodlawn,South,69,73,72,0.847039337
1554,59,5,123,Private room,2,1,1,Woodlawn,South,69,73,72,0.847039337
1555,80,4.5,5,Entire home/apt,2,0,1,Woodlawn,South,69,73,72,0.847039337
1556,100,4,3,Entire home/apt,4,1,1,Woodlawn,South,69,73,72,0.847039337
1557,85,5,4,Private room,3,1,3,Woodlawn,South,69,73,72,0.847039337
1558,100,5,5,Entire home/apt,4,2,1,Woodlawn,South,69,73,72,0.847039337
1559,55,4,5,Private room,3,1,3,Woodlawn,South,69,73,72,0.847039337
1560,90,4.5,25,Entire home/apt,4,2,2,Woodlawn,South,69,73,72,0.847039337
1561,115,4.5,37,Entire home/apt,6,3,1,Woodlawn,South,69,73,72,0.847039337
