"spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"spam","no","yes","no","no","no","no","no","no","no","no",13.698,198,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.508,48,"Plain","yes","no","no",1,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.589,31,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","yes","yes","no","no","no","no",13.948,351,"HTML","no","no","no",12,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",11.948,240,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",7.199,171,"HTML","yes","no","no",12,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.677,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",68.839,1277,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.653,645,"HTML","no","no","no",1,"small"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",0.361,13,"Plain","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.693,38,"HTML","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",10.017,238,"HTML","no","no","no",7,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.236,198,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",4.732,127,"HTML","yes","no","no",2,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",8.526,276,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.928,20,"HTML","no","no","no",6,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.605,16,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.379,179,"HTML","yes","yes","no",24,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",25.209,725,"HTML","no","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.51,95,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.039,4,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.459,33,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",2.934,36,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",19.154,623,"HTML","no","no","no",17,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.77,20,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.707,660,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.191,23,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",3.602,73,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","yes","no","no","no","no",1.911,48,"HTML","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","no","no","no","no",0.999,27,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",0.978,13,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",2.457,60,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.053,3,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.034,43,"HTML","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","yes","no","no","no",0.639,36,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.222,49,"Plain","yes","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",1.401,41,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.826,86,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.995,142,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.754,19,"HTML","no","no","no",0,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",3.596,46,"Plain","no","no","no",1,"none"
"spam","no","yes","no","no","no","no","no","no","no","no",42.238,712,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.964,327,"HTML","no","yes","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.854,76,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",16.615,557,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.613,165,"HTML","yes","no","no",4,"small"
"spam","no","yes","yes","no","no","yes","no","no","no","no",0.459,21,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",61.328,1764,"HTML","no","no","no",32,"big"
"spam","no","yes","yes","no","no","yes","no","no","no","no",0.341,18,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.646,134,"HTML","no","no","no",2,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",2.561,45,"Plain","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.095,145,"Plain","no","yes","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.734,24,"Plain","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.979,24,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.599,642,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.479,192,"HTML","no","no","no",30,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.681,626,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.892,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.545,29,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.55,656,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",11.324,310,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","yes","yes","no","no","no",3.658,60,"Plain","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.958,39,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",1.452,46,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.83,61,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.767,69,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.602,350,"HTML","no","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.912,117,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",16.148,256,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.013,35,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.824,353,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","yes","yes","no","no","no","no",9.728,312,"HTML","no","no","no",7,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",4.001,132,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",45.766,715,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",26.684,682,"HTML","yes","no","no",2,"big"
"notspam","no","yes","yes","yes","no","yes","no","no","no","no",8.176,181,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.601,16,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",16.179,366,"HTML","no","yes","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",11.714,177,"HTML","no","yes","no",26,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.952,50,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",5.462,122,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.784,19,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.833,200,"HTML","no","no","no",32,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",5.757,154,"HTML","yes","yes","no",9,"big"
"notspam","yes","yes","yes","no","no","no","no","yes","no","no",6.29,110,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",6.486,164,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",31.112,875,"HTML","yes","no","no",16,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.109,23,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","yes","no","no",10.731,226,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",5.661,118,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.969,80,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",1.634,45,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","yes","no","no","no",7.447,101,"Plain","no","no","no",1,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.459,21,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",13.7,369,"HTML","yes","no","no",8,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.504,202,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.753,147,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",14.893,276,"Plain","yes","no","no",4,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",3.163,88,"HTML","yes","no","no",2,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","yes",42.432,1093,"HTML","no","no","no",42,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.928,79,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",8.553,276,"HTML","no","no","no",3,"small"
"notspam","yes","yes","yes","yes","yes","yes","no","no","no","no",4.946,175,"HTML","no","no","no",14,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",23.483,407,"HTML","no","no","no",31,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.696,23,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.086,5,"Plain","no","yes","no",0,"none"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",2.538,61,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.259,140,"HTML","yes","no","no",8,"small"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",4.512,107,"HTML","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",16.25,413,"HTML","yes","no","no",6,"small"
"notspam","yes","yes","yes","no","no","yes","no","no","no","no",3.889,59,"Plain","no","no","no",0,"big"
"spam","no","yes","no","no","no","no","no","no","yes","no",0.238,3,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",4.812,110,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.526,119,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.67,25,"HTML","no","yes","no",3,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.028,22,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.501,13,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.531,52,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.505,168,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.323,113,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.872,158,"HTML","no","no","no",0,"small"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",34.201,1045,"HTML","yes","no","no",6,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.982,22,"Plain","no","yes","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.385,48,"HTML","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.767,248,"HTML","no","no","no",5,"big"
"spam","no","yes","yes","no","no","yes","no","no","no","no",0.459,21,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.202,680,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.993,137,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",8.268,184,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.464,142,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.011,50,"HTML","yes","yes","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.169,35,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.82,28,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",2.934,36,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.645,184,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.136,242,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",8.752,201,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.614,82,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",26.376,621,"HTML","no","no","no",32,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",23.601,408,"HTML","no","no","no",31,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.79,15,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",15.361,255,"Plain","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",34.195,512,"HTML","no","no","no",8,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.365,11,"HTML","no","no","no",0,"none"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",10.954,144,"Plain","no","no","no",2,"small"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",2.599,58,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.058,82,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",0.781,22,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",27.688,677,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.829,63,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",5.105,91,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",22.86,359,"HTML","yes","no","no",4,"big"
